Pasal,Isi,Bab,Bagian
Pasal 580,"Barangsiapa memperoleh besit dengan kekerasan, tidak boleh minta kembali biaya yang telah dikeluarkan, sekalipun pengeluaran itu mutlak perlu untuk menyelamatkan barang itu.",Hak Milik,Ketentuan-Ketentuan Umum
Pasal 581,"Pengeluaran untuk memanfaatkan dan untuk memperindah barang, menjadi tanggungan pemegang besit dengan itilkad baik atau buruk tetapi ia berhak mengambil benda yang dilekatkan pada barang itu dalam memanfaatkan dan membuat indah, asal pengambilan itu tidak merusak barang tersebut.",Hak Milik,Ketentuan-Ketentuan Umum
Pasal 582,"Barangsiapa menuntut kembali barang yang telah dicuri atau telah hilang, tidak diwajibkan memberi penggantian uang yang telah dikeluarkan untuk pembelian kepada yang memegangnya, kecuali jika barang itu dibelinya dipekan tahunan atau pekan lain, di pelelangan umum atau dari seorang pedagang yang terkenal sebagai orang yang biasanya memperdagangkan barang sejenis itu.",Hak Milik,Ketentuan-Ketentuan Umum
Pasal 583,Barang yang telah dibuang ke dalam laut dan timbul kembali dari laut dapat diminta kembali oleh pemiliknya dengan memperhatikan peraturan perundang-undangan mengenai hal itu.,Hak Milik,Ketentuan-Ketentuan Umum
Pasal 584,"Hak milik atas suatu barang tidak dapat diperoleh selain dengan pengambilan untuk dimiliki, dengan perlekatan, dengan lewat waktu, dengan pewarisan, baik menurut undang-undang maupun menurut surat wasiat, dan dengan penunjukan atau penyerahan berdasarkan suatu peristiwa perdata untuk pemindahan hak milik, yang dilakukan oleh orang yang berhak untuk berbuat terhadap barang itu.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 585,"Barang bergerak yang bukan milik siapa pun, menjadi hak milik orang yang pertama-tama mengambil barang itu untuk dimilikinya.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 586,Hak untuk mengambil binatang liar atau ikan semata-mata ada pada pemilik tanah tempat binatang itu atau air tempat ikan tersebut.,Hak Milik,Cara Memperoleh Hak Milik
Pasal 587,"Hak milik atas harta karun ada pada orang yang menemukannya di tanah miliknya sendiri. Bila harta itu ditemukan di tanah milik orang lain, maka separuhnya adalah milik yang menemukan dan separuh lainnya adalah milik si pemilik tanah. Yang dimaksud dengan harta karun adalah segala barang tersembunyi atau terpendam, yang tidak seorang pun dapat membuktikan hak milik terhadapnya dan yang didapat karena kebetulan semata-mata.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 588,"Segala apa yang melekat pada sesuatu barang, atau yang merupakan sebuah tubuh dengan barang itu, adalah milik orang yang menurut ketentuan-ketentuan tercantum dalam pasal-pasal berikut, dianggap sebagai pemiliknya.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 589,"Pulau besar dan pulau kecil, yang terdapat di sungai yang tidak dapat dilayari atau diseberangi dengan rakit, begitu pula beting yang timbul dari endapan lumpur di sungai seperti itu, menjadi miik si pemilik tanah di tepi sungai tempat tanah timbul itu terjadi. Bila tidak berada pada salah satu dari kedua belah sungai, maka pulau itu menjadi milik semua pemilik tanah di kedua tepi sungai dengan garis yang menurut perkiraan ada di tengah-tengah sungai sebagai batas.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 590,"Bila sebuah bengawan atau sungai dengan mengambil jalan aliran baru memotong tanah di tepinya sehingga terjadi sebuah pulau, maka hak milik atas pulau itu tetap pada pemilik tanah semula, sekalipun pulau itu terjadi dalam sebuah bengawan atau sungai yang dapat dilayari atau diseberangi dengan rakit.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 591,Hak milik atas bengawan atau sungai mencakup juga hak milik atas tanah bengawan atau sungai itu mengalir.,Hak Milik,Cara Memperoleh Hak Milik
Pasal 592,"Bila sebuah bengawan atau sungai mengambil jalan aliran baru dengan meninggalkan jalan yang lama, maka para pemilik tanah yang kehilangan tanah menjadi pemegang besit atas tanah aliran yang ditinggalkan sebagai ganti ruginya, masing-masing seluas tanah yang hilang.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 593,"Sebuah bengawan atau sungai yang banjir sementara, tidak menimbulkan diperolehnya atau hilangnya hak milik.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 594,"Hak milik atas tanah yang tenggelam karena kebanjiran. tetap berada pada pemiliknya. Meskipun demikian, bila oleh pemerintah dipandang perlu untuk kepentingan umum atau keamanan tanah milik di sekitarnya, dan oleh ahli-ahli yang bersangkutari. maka semua pemilik yang bersangkutan harus diberi peringatan untuk mengerjakannya atau ikut serta mengerjakannya dengan ketentuan, bahwa bila mereka menolaknya atau tidak lagi berkediaman di tempat itu, maka untuk kepentingan negara, hak milik dapat dicabut dengan membayar ganti rugi seharga tanah yang menurut taksiran tenggelam.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 595,"Pemilik sebuah bukit pasir di pantai laut adalah, demi hukum, pemilik tanah tempat bukit itu berdiri. Bila tanah di sekitar bukit pasir itu ditimbuni pasir oleh sebab angin, sehingga tanah itu menjadi satu dengan bukit itu, sampai-sampai tidak dapat dipisahkan, maka tanah tersebut menjadi milik si pemilik bukit pasir tersebut, kecuali bila dalam waktu lima tahun setelah penimbunan itu tanah tersebut dipisahkan dengan pagar atau tiang-tiang pembatas.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 596,"Pengendapan lumpur yang terjadi secara alami, lambat laun dan tidak kelihatan pada tanah yang terletak di tepi air yang mengalir, disebut pertambahan. Pertambahan menjadi keuntungan pemilik tanah di tepi bengawan atau sungai, tanpa membedakan, apakah dalam tetapi hal ini tidak mengurangi ketentuanketentuan dalam undang-undang atau peraturan umum mengenai jalan bagi pejalan kaki atau jalan bagi pemburu.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 597,"Ketentuan dalam alinea kedua pasal yang lalu berlaku juga bagi pertambahan yang terjadi pada tanah di tepi telaga yang dapat dilayari dengan perahu. Ketentuan yang sama dalam alinea kedua pasal yang lalu berlaku juga bagi pertambahan tanah akibat damparan dari laut di pantai dan ditepi sungai yang mengalami pasang naik dan pasang surut, baik tanah tepian itu milik negara, maupun milik perorangan atau persekutuan.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 598,"Pertambahan tanah tidak dapat terjadi pada balong/kolam ikan. Tanah yang selalu terendam air di sekitar balong jika air mencapai ketinggian sampai dapat mengalir ke luar, sekalipun air itu kemudian surut kembali, adalah kepunyaan si pemilik balong. Sebaliknya, pemilik balong tidak dapat hak atas tanah di tepi balong bila tanah itu hanya digenangi air pada waktu air mencapai ketinggian yang luar biasa.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 599,"Bila sebidang tanah, karena derasnya air, sekonyong-konyong terbelah dari tanah yang satu dan terlempar ke tanah yang lain, maka kejadian itu tidak dapat dianggap sebagai pertambahan tanah, asal saja pemiliknya, dalam waktu tiga tahun setelah kejadian itu berlangsung menuntut haknya. Bila tenggang waktu itu dilewatkan oleh yang berkepentingan tanpa mengajukan tuntutan, maka tanah yang terdampar itu menjadi milik si pemilik tanah yang bersangkutan.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 600,Segala sesuatu yang ditanam atau disemaikan di atas sebidang pekarangan adalah milik si pemilik tanah itu.,Hak Milik,Cara Memperoleh Hak Milik
Pasal 601,"Segala sesuatu yang dibangun di atas pekarangan adalah milik si pemilik tanah, asalkan bangunan itu melekat pada tanah; hal itu tidak mengurangi kemungkinan perubahan termaktub dalam Pasal 603 dan Pasal 604.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 602,"Pemilik tanah yang membangun di atas tanah sendiri dengan bahan-bahan bangunan yang bukan miliknya, wajib membayar harga bahan-bahan itu kepada pemilik bahan;  ia boleh dihukum mengganti biaya. kerugian dan bunga. bila ada alasan untuk itu, tetapi pemilik bahanbahan bangunan tidak berhak mengambil kembali bahan-bahan itu.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 603,"Bila seseorang dengan bahan-bahan bangunan sendiri, mendirikan bangunan di atas tanah milik orang lain, maka pemilik tanah boleh memiliki bangunan itu atau menuntut agar bangunan itu diambilnya. Bila pemilik tanah menuntut supaya bangunan diambil, maka pembongkaran bangunan berlangsung dengan biaya pemilik bahan, malahan pemilik bahan ini boleh dihukum membayar segala biaya, kerugian dan bunga. Bila sebaliknya, pemilik tanah hendak memiliki bangunan tersebut, maka ia harus membayar harga bangunan beserta upaya kerja tanpa memperhitungkan kenaikan harga tanah.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 604,"Bila bangunan itu didirikan oleh pemegang besit yang beritikad baik, maka pemilik tidak boleh menuntut pembongkaran bangunan itu, tetapi ia boleh memilih membayar harga bahan-bahan beserta upah kerja atau membayar sejumlah uang, seimbang dengan kenaikan harga tanah.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 605,"Tiga pasal yang lalu, berlaku juga terhadap penanaman dan penyemaian.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 606,"Barangsiapa dengan bahan milik orang lain membuat barang dalam jenis baru, menjadi pemilik barang itu, asal harga bahan dibayarnya, dan segala biaya, kerugian dan bunga digantinya bila ada alasan untuk itu.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 607,"Bila barang baru itu terbentuk bukan karena perbuatan manusia, melainkan karena pengumpulan pelbagai bahan milik beberapa orang secara kebetulan, maka barang baru itu merupakan milik bersama dari orang-orang itu menurut keseimbangan harga bahanbahan tersebut yang semula dimiliki mereka masing-masing.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 608,"Bila barang yang baru itu terbentuk dari pelbagai bahan milik beberapa orang karena perbuatan salah seorang dari pemilik-pemilik itu, maka yang tersebut terakhir ini menjadi pemilik, dengan kewajiban membayar harga bahan-bahan kepunyaan orang-orang lain, ditambah dengan penggantian biaya, kerugian dan bunga, bila ada alasan untuk itu.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 609,"Dalam hal-hal tersebut dalam kedua pasal yang lalu, bila bahan-bahan itu dapat dipisah- pisahkan dengan mudah, maka masing-masing pemilik boleh meminta kembali bahan kepunyaannya.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 610,"Hak milik atas suatu barang didapatkan seseorang karena lewat waktu, bila ia telah memegang besit atau barang itu selama waktu yang ditentukan undang-undang dan sesuai dengan persyaratan dan pembedaan seperti termaksud dalam Bab VII Buku Keempat kitab undang- undang ini.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 611,"Cara memperoleh hak milik karena pewarisan menurut perundang-undangan atau menurut surat wasiat, diatur dalam Bab XII dan Bab XIII buku ini.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 612,"Penyerahan barang-barang bergerak, kecuali yang tidak bertubuh dilakukan dengan penyerahan yang nyata oleh atau atas nama pemilik, atau dengan penyerahan kunci-kunci bangunan tempat barang-barang itu berada. Penyerahan tidak diharuskan, bila barang-barang yang harus diserahkan, dengan alasan hak lain, telah dikuasai oleh orang yang hendak menerimanya.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 613,"Penyerahan piutang-piutang atas nama dan barang-barang lain yang tidak bertubuh, dilakukan dengan jalan membuat akta otentik atau di bawah tangan yang melimpahkan hak-hak atas barang-barang itu kepada orang lain. Penyerahan ini tidak ada akibatnya bagi yang berutang",Hak Milik,Cara Memperoleh Hak Milik
Pasal 616,Penyerahan atau penunjukan barang tak bergerak dilakukan dengan pengumuman akta yang bersangkutan dengan cara seperti yang ditentukan dalam Pasal 620.,Hak Milik,Cara Memperoleh Hak Milik
Pasal 617,"Semua akta penjualan, penghibahan, pembagian, pembebanan dan atau pemindahtanganan barang tak bergerak harus dibuat dalam bentuk otentik, atau ancaman kebatalan. Tiap petikan dalam bentuk biasa dari rol atau daftar kantor lelang, guna pembuktian penjualan barang yang diselenggarakan dengan perantaraan kantor tersebut menurut peraturan yang telah ada atau yang akan diadakan harus dianggap sebagai akta otentik.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 618,"Semua akta pemisahan harta kekayaan, sepanjang itu mengenai barang tak bergerak, harus diumumkan juga dengan cara sebagaimana diatur dalam Pasal 620.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 619,"Kepada yang memperoleh barang tidak boleh diberikan akta pemindahtanganan atau akta pemisahan tanpa kuasa khusus dari pihak yang memindahtangankan barang atau pihak yang ikut berhak, baik dalam akta sendiri, maupun dalam akta otentik lain yang kemudian dibuat dan yang harus diumumkan, juga pada waktu dan dengan cara seperti yang diatur dalam pengumuman akta pemindahtanganan atau pemisahan tersebut. Tanpa kuasa demikian, penyimpan hipotek harus menolak pengumuman tersebut. Semua pengumuman yang bertentangan dengan ketentuan ini adalah batal, tanpa mengurangi tanggung jawab pegawai yang telah memberikan salinan akta tersebut tanpa kuasa yang diperlukan, dan tanggung jawab penyimpan hipotek yang melakukan pengumuman tanpa kuasa.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 620,"Dengan mengindahkan ketentuan-ketentuan yang tercanturn dalam tiga pasal yang lalu, pengumuman termaksud di atas dilakukan dengan memindahkan salinan otentik yang lengkap dari akta tersebut atau surat keputusan Hakim ke kantor penyimpan hipotek di lingkungan tempat barang tak bergerak yang harus diserahkan itu berada, dan dengan mendaftarkan salinan ini dalam daftar yang telah ditentukan. Bersama dengan itu, orang yang bersangkutan harus menyampaikan juga salinan otentik yang kedua atau petikan dari akta atau keputusan",Hak Milik,Cara Memperoleh Hak Milik
Pasal 621,"Setiap pemegang besit suatu barang tak bergerak, dapat minta kepada Pengadilan Negeri tempat barang itu terletak, untuk dinyatakan sebagai miliknya. Ketentuan-ketentuan perundang-undangan tentang hukum acara perdata mengatur cara mengajukan permintaan demikian.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 622,"Bila keputusan yang mengabulkan permintaan demikian telah mempunyai kekuatan pasti, maka keputusan itu harus diumumkan oleh atau atas nama pemohon di kantor penyimpan hipotek dengan menyampaikan salinannya dan membukukannya seperti diatur dalam Pasal 620.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 623,"Bila penyampaian dan pembukuan telah berlangsung maka pemegang besit, dalam segala perbuatan yang telah dilakukannya terhadap barang tersebut dengan pihak ketiga, dianggap sebagai pemilik.",Hak Milik,Cara Memperoleh Hak Milik
Pasal 624,"Hak-hak yang diberikan pemerintah kepada orang-orang khusus atas barang-barang atau tanah negara tidak diubah; hak-hak itu, terutama mengenai besit dan hak milik tetap sedemikian rupa sebagaimana diatur menurut adat istiadat lama dan kebiasaan menurut ketentuanketentuan khusus, sedangkan ketentuan-ketentuan dalam kitab undang-undang ini tidak mengurangi hak-hak itu pada khususnya atau hubungan antara orang yang menduduki tanah dan pemilik tanah pada umumnya",Hak Milik,Cara Memperoleh Hak Milik
Pasal 625,"Para pemilik pekarangan yang bertetangga mempunyai hak dan kewajiban satu sama lain baik yang timbul karena letak pekarangan menurut alam, maupun karena ketentuan perundang- undangan.",Hak Dan Kewajiban Antara Para Pemilik Pekarangan Yang Bertetangga,Tidak Terdapat Dalam Bagian
Pasal 626,"Pemilik pekarangan yang lebih rendah letaknya, demi kepentingan pemilik pekarangan yang lebih tinggi, berkewajiban menerima air yang mengalir ke pekarangannya karena alam, lepas dan campur tangan manusia.",Hak Dan Kewajiban Antara Para Pemilik Pekarangan Yang Bertetangga,Tidak Terdapat Dalam Bagian
Pasal 627,"Barangsiapa mempunyai sebuah mata air di pekarangannya, berhak menggunakan mata air itu sesuka hatinya, tanpa mengurangi hak yang diperoleh orang yang mempunyai pekarangan yang lebih rendah, baik karena suatu perjanjian maupun karena lewat waktu, sesuai dengan Pasal 698.",Hak Dan Kewajiban Antara Para Pemilik Pekarangan Yang Bertetangga,Tidak Terdapat Dalam Bagian
Pasal 628,"Pemilik mata air tidak boleh mengubah jalan aliran air, bila air itu merupakan kebutuhan mutlak bagi para penduduk sebuah kota, desa atau dusun.",Hak Dan Kewajiban Antara Para Pemilik Pekarangan Yang Bertetangga,Tidak Terdapat Dalam Bagian
Pasal 629,"Barangsiapa mempunyai pekarangan di tepi aliran air yang bukan milik umum, boleh menggunakan air tersebut guna menyiram pekarangannya. Barangsiapa pekarangannya dilalui oleh aliran air, boleh menggunakan air itu pada jalur tanah yang dilalui air itu untuk keperluan sesuatu, asal saja pada akhir jalur itu air dapat mengalir menurut alam.",Hak Dan Kewajiban Antara Para Pemilik Pekarangan Yang Bertetangga,Tidak Terdapat Dalam Bagian
Pasal 630,"Bila antara pemilik-pemilik beberapa pekarangan yang berkepentingan atas kegunaan air timbul perselisihan, maka dalam memberi keputusan, Hakim harus berusaha menyesuaikan kepentingan pertanian umum dengan kebebasan hak milik, dan dalam semua hal ia harus bertindak sesuai dengan peraturan dan kebiasaan khusus setempat mengenai jalannya arus air, tingginya dan pemakaiannya.",Hak Dan Kewajiban Antara Para Pemilik Pekarangan Yang Bertetangga,Tidak Terdapat Dalam Bagian
