Pasal,Isi,Bab,Bagian
Pasal 1311,"Jika perikatan pokok dengan penetapan hukuman itu adalah mengenai suatu barang yang dapat dibagi-bagi, maka hukuman hanya harus dibayar oleh ahli waris debitur yang melanggar perikatan, dan hanya untuk jumlah yang tidak melebihi bagiannya dalam perikatan pokok, tanpa ada tuntutan terhadap mereka yang telah memenuhi perikatan.",Perikatan Pada Umumnya,Perikatan Dengan Perjanjian Hukuman
Pasal 1312,"Jika suatu perikatan pokok yang dapat dibagi-bagi dan memakai penetapan hukuman yang tak dapat dibagi-bagi hanya dipenuhi untuk sebagian, maka hukuman terhadap ahli waris debitur diganti dengan pembayaran penggantian biaya, kerugian dan bunga.",Perikatan Pada Umumnya,Perikatan Dengan Perjanjian Hukuman
Pasal 1313,Suatu persetujuan adalah suatu perbuatan dimana satu orang atau lebih mengikatkan diri terhadap satu orang lain atau lebih,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasa 1313,Suatu persetujuan adalah suatu perbuatan dimana satu orang atau lebih mengikatkan diri terhadap satu orang lain atau lebih.,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1314,"Suatu persetujuan diadakan dengan cuma-cuma atau dengan memberatkan. Suatu persetujuan cuma-cuma adalah suatu persetujuan, bahwa pihak yang satu akan memberikan suatu keuntungan kepada pihak yang lain tanpa menerima imbalan. Suatu persetujuan memberatkan adalah suatu persetujuan yang mewajibkan tiap pihak untuk memberikan sesuatu, melakukan sesuatu atau tidak melakukan sesuatu.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1315,Pada umumnya seseorang tidak dapat mengadakan pengikatan atau perjanjian selain untuk dirinya sendiri.,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1316,"Seseorang boleh menanggung seorang pihak ketiga dan menjanjikan bahwa pihak ketiga mi akan berbuat sesuatu, tetapi hal mi tidak mengurangi tuntutan ganti rugi terhadap penanggung atau orang yang berjanji itu, jika pihak ketiga tersebut menolak untuk memenuhi perjanjian itu.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1317,"Dapat pula diadakan perjanjian untuk kepentingan orang ketiga, bila suatu perjanjian yang dibuat untuk diri sendiri, atau suatu pemberian kepada orang lain, mengandung syarat semacam itu. Siapa pun yang telah menentukan suatu syarat, tidak boleh menariknya kembali, jika pihak ketiga telah menyatakan akan mempergunakan syarat itu.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1318,"Orang dianggap memperoleh sesuatu dengan perjanjian untuk diri sendiri dan untuk ahli warisnya dan orang yang memperoleh hak daripadanya, kecuali jika dengan tegas ditetapkan atau telah nyata dan sifat persetujuan itu bahwa bukan itu maksudnya.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1319,"Semua persetujuan, baik yang mempunyai nama khusus maupun yang tidak dikenal dengan suatu nama tertentu, tunduk pada peraturan umum yang termuat dalam bab ini dan bab yang lain.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Ketentuan-Ketentuan Umum
Pasal 1320,"Supaya terjadi persetujuan yang sah, perlu dipenuhi empat syarat; kesepakatan mereka yang mengikatkan dirinya; kecakapan untuk membuat suatu perikatan; suatu pokok persoalan tertentu; suatu sebab yang tidak terlarang.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1321,Tiada suatu persetujuan pun mempunyai kekuatan jika diberikan karena kekhilafan atau diperoleh dengan paksaan atau penipuan.,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1322,"Kekhilafan tidak mengakibatkan batalnya suatu persetujuan, kecuali jika kekhilafan itu terjadi mengenai hakikat barang yang menjadi pokok persetujuan. Kekhilafan tidak mengakibatkan kebatalan, jika kekhilafan itu hanya terjadi mengenai diri orang yang dengannya seseorang bermaksud untuk mengadakan persetujuan, kecuali jika persetujuan itu diberikan terutama karena diri orang yang bersangkutan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1323,"Paksaan yang diakukan terhadap orang yang mengadakan suatu persetujuan mengakibatkan batalnya persetujuan yang bersangkutan, juga bila paksaan itu dilakukan oleh pihak ketiga yang tidak berkepentingan dalam persetujuan yang dibuat itu.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1324,"Paksaan terjadi, bila tindakan itu sedemikian rupa sehingga memberi kesan dan dapat menimbulkan ketakutan pada orang yang berakal sehat, bahwa dirinya, orang-orangnya, atau kekayaannya, terancam rugi besar dalam waktu dekat. Dalam pertimbangan hal tersebut, harus diperhatikan usia, jenis kelamin dan kedudukan orang yang bersangkutan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1325,"Paksaan menjadikan suatu persetujuan batal, bukan hanya bila dilakukan terhadap salah satu pihak yang membuat persetujuan, melainkan juga bila dilakukan terhadap suami atau istri atau keluarganya dalam garis ke atas maupun ke bawah.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1326,"Rasa takut karena hormat kepada bapak, ibu atau keluarga lain dalam garis ke atas, tanpa disertai kekerasan, tidak cukup untuk membatalkan persetujuan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1327,"Pembatalan suatu persetujuan berdasarkan paksaan tidak dapat dituntut lagi, bila setelah paksaan berhenti persetujuan itu dibenarkan, baik secara tegas maupun secara diam-diam, atau jika telah dibiarkan lewat waktu yang ditetapkan oleh undang-undang untuk dapat dipulihkan seluruhnya ke keadaan sebelumnya.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1328,"Penipuan merupakan suatu alasan untuk membatalkan suatu persetujuan, bila penipuan yang dipakai oleh salah satu pihak adalah sedemikian rupa, sehingga nyata bahwa pihak yang lain tidak akan mengadakan perjanjian itu tanpa adanya tipu muslihat. Penipuan tidak dapat hanya dikira-kira, melainkan harus dibuktikan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1329,"Tiap orang berwenang untuk membuat perikatan, kecuali jika ia dinyatakan tidak cakap untuk hal itu.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1330,Yang tak cakap untuk membuat persetujuan adalah; anak yang belum dewasa; orang yang ditaruh di bawah pengampuan; perempuan yang telah kawin dalam hal-hal yang ditentukan undang-undang dan pada,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1331,"Oleh karena itu, orang-orang yang dalam pasal yang lalu dinyatakan tidak cakap untuk membuat persetujuan, boleh menuntut pembatalan perikatan yang telah mereka buat dalam hal kuasa untuk itu tidak dikecualikan oleh undang-undang. Orang-orang yang cakap untuk mengikatkan diri, sama sekali tidak dapat mengemukakan sangkalan atas dasar ketidakcakapan seorang anak-anak yang belum dewasa, orang-orang yang ditaruh di bawah pengampuan dan perempuan-perempuan yang bersuami.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1332,Hanya barang yang dapat diperdagangkan saja yang dapat menjadi pokok persetujuan.,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1333,"Suatu persetujuan harus mempunyai pokok berupa suatu barang yang sekurang-kurangnya ditentukan jenisnya. Jumlah barang itu tidak perlu pasti, asal saja jumlah itu kemudian dapat ditentukan atau dihitung.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1334,"Barang yang baru ada pada waktu yang akan datang, dapat menjadi pokok suatu persetujuan. Akan tetapi seseorang tidak diperkenankan untuk melepaskan suatu warisan yang belum terbuka, ataupun untuk menentukan suatu syarat dalam perjanjian mengenai warisan itu, sekalipun dengan persetujuan orang yang akan meninggalkan warisan yang menjadi pokok persetujuan itu, hal ini tidak mengurangi ketentuan pasal-pasal 169, 176, dan 178.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1335,"Suatu persetujuan tanpa sebab, atau dibuat berdasarkan suatu sebab yang palsu atau yang terlarang, tidaklah mempunyai kekuatan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1336,"Jika tidak dinyatakan suatu sebab, tetapi memang ada sebab yang tidak terlarang, atau jika ada sebab lain yang tidak terlarang selain dan yang dinyatakan itu, persetujuan itu adalah sah.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1337,"Suatu sebab adalah terlarang, jika sebab itu dilarang oleh undang-undang atau bila sebab itu bertentangan dengan kesusilaan atau dengan ketertiban umum.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Syarat-Syarat Terjadinya Suatu Persetujuan Yang Sah
Pasal 1338,"Semua persetujuan yang dibuat sesuai dengan undang-undang berlaku sebagai undang-undang bagi mereka yang membuatnya. Persetujuan itu tidak dapat ditarik kembali selain dengan kesepakatan kedua belah pihak, atau karena alasan-alasan yang ditentukan oleh undang- undang. Persetujuan harus dilaksanakan dengan itikad baik.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Akibat Persetujuan
Pasal 1339,"Persetujuan tidak hanya mengikat apa yang dengan tegas ditentukan di dalamnya, melainkan juga segala sesuatu yang menurut sifatnya persetujuan dituntut berdasarkan keadilan, kebiasaan, atau undang-undang.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Akibat Persetujuan
Pasal 1340,Persetujuan hanya berlaku antara pihak-pihak yang membuatnya. Persetujuan tidak dapat merugikan pihak ketiga selain dalam hal yang ditentukan dalam pasal 1317.,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Akibat Persetujuan
Pasal 1341,"Meskipun demikian, kreditur boleh mengajukan tidak berlakunya segala tindakan yang tidak diwajibkan yang dilakukan oleh debitur, dengan nama apa pun juga yang merugikan kreditur asal dibuktikan bahwa ketika tindakan tersebut dilakukan, debitur dan orang yang dengannya atau untuknya debitur itu bertindak, mengetahui bahwa tindakan itu mengakibatkan kerugian bagi para kreditur.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Akibat Persetujuan
Pasal 1342,"Jika kata-kata suatu persetujuan jelas, tidak diperkenankan menyimpang daripadanya dengan jalan penafsiran.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1343,"Jika kata-kata suatu persetujuan dapat diberi berbagai penafsiran, maka lebih baik diselidiki maksud kedua belah pihak yang membuat persetujuan itu, daripada dipegang teguh arti kata menurut huruf.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1344,"Jika suatu janji dapat diberi dua arti, maka janji itu harus dimengerti menurut arti yang memungkinkan janji itu dilaksanakan, bukan menurut arti yang tidak memungkinkan janji itu dilaksanakan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1345,"Jika perkataan dapat diberi dua arti, maka harus dipilih arti yang paling sesuai dengan sifat persetujuan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1346,Perikatan yang mempunyai dua arti harus diterangkan menurut kebiasaan di dalam negeri atau di tempat persetujuan dibuat.,Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1347,"Syarat-syarat yang selalu diperjanjikan menurut kebiasaan, harus dianggap telah termasuk dalam persetujuan, walaupun tidak dengan tegas dimasukkan dalam persetujuan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1348,"Semua janji yang diberikan dalam satu persetujuan harus diartikan dalam hubungannya satu sama lain, tiap-tiap janji harus ditafsirkan dalam hubungannya dengan seluruh persetujuan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1349,"Jika ada keragu-raguan, suatu persetujuan harus ditafsirkan atas kerugian orang diminta diadakan perjanjian dan atas keuntungan orang yang mengikatkan dirinya dalam perjanjian itu.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1350,"Betapa luas pun pengertian kata-kata yang digunakan untuk menyusun suatu persetujuan, persetujuan itu hanya meliputi hal-hal yang nyata-nyata dimaksudkan kedua belah pihak sewaktu membuat persetujuan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1351,"Jika dalam suatu persetujuan dinyatakan suatu hal untuk menjelaskan perikatan, hal itu tidak dianggap mengurangi atau membatasi kekuatan persetujuan itu menurut hukum dalam hal-hal yang tidak disebut dalam persetujuan.",Perikatan Yang Lahir Dari Kontrak Atau Persetujuan,Penafsiran Persetujuan
Pasal 1352,"Perikatan yang lahir karena undang-undang, timbul dan undang-undang sebagai undang- undang atau dan undang-undang sebagai akibat perbuatan orang.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1353,"Perikatan yang lahir dan undang-undang sebagai akibat perbuatan orang, muncul dan suatu perbuatan yang sah atau dan perbuatan yang melanggar hukum.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1354,"Jika seseorang dengan sukarela tanpa ditugaskan, mewakili urusan orang lain, dengan atau tanpa setahu orang itu, maka ia secara diam-diam mengikatkan dirinya untuk meneruskan serta menyelesaikan urusan itu, hingga orang yang ia wakili kepentingannya dapat mengerjakan sendiri urusan itu. Ia harus membebani diri dengan segala sesuatu yang termasuk urusan itu. Ia juga harus menjalankan segala kewajiban yang harus ia pikul jika ia menerima kekuasaan yang dinyatakan secara tegas.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1355,"Ia diwajibkan meneruskan pengurusan itu, meskipun orang yang kepentingannya diurus olehnya meninggal sebelum urusan diselesaikan,sampai para ahli waris orang itu dapat mengambil alih pengurusan itu.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1356,"Dalam melakukan pengurusan itu, ia wajib bertindak sebagai seorang kepala rumah tangga yang bijaksana. Meskipun demikian Hakim berkuasa meringankan penggantian biaya, kerugian dan bunga yang disebabkan oleh kesalahan atau kelakuan orang yang mewakili pengurusan, tergantung pada keadaan yang menyebabkan pengurusan itu.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1357,"Pihak yang kepentingannya diwakili oleh orang lain dengan baik, diwajibkan memenuhi perikatan-perikatan, yang dilakukan oleh wakil itu atas namanya, memberi ganti rugi dan bunga",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1358,"Orang yang mewakili urusan orang lain tanpa mendapat perintah, tidak berhak atas suatu upah.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1359,"Tiap pembayaran mengandalkan adanya suatu utang  apa yang telah dibayar tanpa diwajibkan untuk itu, dapat dituntut kembali. Terhadap perikatan bebas, yang secara sukarela telah dipenuhi, tak dapat dilakukan penuntutan kembali.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1360,"Barangsiapa secara sadar atau tidak, menerima suatu yang tak harus dibayar kepadanya, wajib mengembalikannya kepada orang yang memberikannya.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1361,"Jika seseorang, karena khilaf mengira dirinya berutang, membayar suatu utang, maka ia berhak menuntut kembali apa yang telah d dibayar kepada kreditur. Walaupun demikian, hak itu hilang jika akibat pembayaran tersebut kreditur telah memusnahkan surat-surat pengakuan utang tanpa mengurangi hak orang yang telah membayar itu untuk menuntutnya kembali dan debitur yang sesungguhnya.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1362,"Barangsiapa dengan itikad buruk menerima suatu barang yang tidak harus dibayarkan kepadanya, wajib mengembalikannya dengan harga dan hasil-hasil, terhitung dari hari pembayaran, tanpa mengurangi penggantian biaya, kerugian dan bunga, jika barang itu telah menderita penyusutan. Jika barang itu musnah, meskipun hal itu terjadi di luar kesalahannya, ÃÂ­a wajib membayar harganya dan mengganti biaya, kerugian dan bunga, kecuali jika ia dapat membuktikan bahwa barang itu akan musnah juga seandainya berada pada orang yang seharusnya menerimanya.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1363,"Barangsiapa menjual suatu barang yang diterimanya dengan itikad baik, sebagai pembayaran yang diwajibkan, cukup memberikan kembali harganya. Jika Ia dengan itikad baik telah memberikan barang itu dengan cuma-cuma kepada orang lain, maka ÃÂ­a tak usah mengembalikan sesuatu apa pun.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
Pasal 1364,"Orang yang kepadanya barang yang bersangkutan dikembalikan, diwajibkan bahkan juga kepada orang yang dengan itikad baik telah memiliki barang itu, mengganti segala pengeluaran yang perlu dan telah dilakukan guna keselamatan barang itu. Orang yang menguasai barang itu berhak memegangnya dalam penguasaannya hingga pengeluaran-pengeluaran tersebut diganti.",Perikatan Yang Lahir Karena Undang-Undang,Tidak Terdapat Dalam Bagian
