Pasal,Isi,Bab,Bagian
Pasal 66,"Pencegahan perkawinan ditangani oleh Pengadilan Negeri, yang di daerah hukumnya terletak tempat kedudukan Pegawai Catatan Sipil yang harus melangsungkan perkawinan itu.",Acara Yang Harus Mendahului Perkawinan,Pencegahan Perkawinan
Pasal 67,"Dalam akta pencegahan harus disebutkan segala alasan yang dijadikan dasar pencegahan itu, dan tidak diperkenakan mengajukan alasan baru, sejauh hal itu tidak timbul setelah pencegahan.",Acara Yang Harus Mendahului Perkawinan,Pencegahan Perkawinan
Pasal 69,"Bila pencegahan itu ditolak, para penentang boleh dikenakan kewajiban mengganti biaya, kerugian dan bunga, kecuali jika penentang itu adalah keluarga sedarah dalam garis ke atas dan garis ke bawah atau Kejaksaan.",Acara Yang Harus Mendahului Perkawinan,Pencegahan Perkawinan
Pasal 70,"Bila terjadi pencegahan perkawinan. Pegawai Catatan Sipil tidak diperkenankan untuk melaksanakan perkawinan itu, kecuali setelah kepadanya disampaikan suatu putusan pengadilan yang telah mendapat kekuatan hukum tetapi atau suatu akta otentik dengan mana pencegahan itu ditiadakan pelanggaran atas ketentuan ini kena ancaman hukuman penggantian biaya, kerugian dan bunga.Bila perkawinan itu dilaksanakan sebelum pencegahan itu ditiadakan, maka perkara mengenai pencegahan itu boleh dilanjutkan, dan perkawinan boleh dinyatakan batal sekiranya gugatan penentang dikabulkan",Acara Yang Harus Mendahului Perkawinan,Pencegahan Perkawinan
Pasal 71,"Sebelum melangsungkan perkawinan, Pegawai Catatan Sipil harus meminta agar kepadanya diperlihatkan : akta kelahiran masing-masing calon suami istri, akta yang dibuat oleh Pegawai Catatan Sipil dan didaftarkan dalam daftar izin kawin, atau akta otentik lain yang berisi izin bapak, ibu, kakek, nenek, wali atau wali pengawai, ",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 72,"Jika di antara calon suami istri yang tidak dapat memperlihatkan akta kelahiran seperti yang disyaratkan pada nomor 1 pasal yang lalu, maka hal ini dapat diganti dengan akta tanda kenal lahir yang dikeluarkan oleh Kepala Pemerintahan Daerah tempat lahir atau tempat tinggal calon suami atau istri atas keterangan dua saksi laki-laki atau perempuan, keluarga atau bukan keluarga. Keterangan ini harus menyebutkan tempat dan waktu kelahirannya secermat mungkin, serta sebab-sebab yang menghalanginya untuk menunjukkan akta kelahiran.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 73,"Bila para pihak tidak dapat memperlihatkan akta kematian yang disebut dalam Pasal 71 nomor 5, maka kekurangan itu dapat diperbaiki dengan cara yang sama seperti yang tercantum dalam pasal yang lalu.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 74,"Bila Pegawai Catatan Sipil menolak untuk melangsungkan perkawinan atas dasar tidak lengkapnya surat-surat dan keterangan-keterangan yang diharuskan oleh pasal-pasal yang lalu, maka pihak-pihak yang berkepentingan berhak mengajukan surat permohonan kepada Pengadilan Negeri",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 75,"Perkawinan tidak boleh dilangsungkan, sebelum hari kesepuluh setelah hari pengumuman, di mana hari itu sendiri tidak termasuk. Jika ada alasan penting Kepala Pemerintahan Daerah, yang di daerahnya telah dilakukan pemberitahuan kawin, berkuasa memberikan dispensasi dan pengumuman dan waktu tunggu yang diharuskan.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 76,"Perkawinan harus dilaksanakan di muka umum, dalam gedung tempat membuat akta Catatan Sipil, di hadapan Pegawai Catatan Sipil tempat tinggal salah satu pihak dan dihadapan dua orang saksi, baik keluarga maupun bukan keluarga, yang telah mencapai umur dua puluh satu tahun dan berdiam di Indonesia.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 77,"Bila salah satu pihak karena halangan yang terbukti cukup sah, tidak dapat pergi ke gedung tersebut, perkawinan boleh dilangsungkan dalam sebuah rumah khusus di daerah Pegawai Catatan Sipil yang bersangkutan. Jika terjadi hal yang demikian, maka dalam akta perkawinan harus dicantumkan sebab-sebab terjadinya. Penilaian tentang sah tidaknya halangan tersebut dalam pasal ini, diserahkan kepada Pegawai Catatan Sipil itu.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 78,Kedua calon suami istri harus datang secara pribadi menghadap Pegawai Catatan Sipil itu.,Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 79,"Jika ada alasan-alasan penting. Presiden berkuasa untuk mengizinkan pihak-pihak yang bersangkutan melangsungkan perkawinan mereka dengan menggunakan seorang wakil yang khusus diberi kuasa penuh dengan akta otentik. Bila pemberi kuasa itu, sebelum perkawinan dilaksanakan, telah kawin dengan orang lain secara sah, maka perkawinan yang telah berlangsung dengan wakil khusus dianggap tidak pernah terjadi.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 80,"Kedua calon suami istri, di hadapan Pegawai Catatan Sipil dan dengan kehadiran para saksi, harus menerangkan bahwa yang satu menerima yang lain sebagai suami atau istrinya, dan bahwa dengan ketulusan hati mereka akan memenuhi kewajiban mereka, yang oleh undang- undang ditugaskan kepada mereka sebagai suami istri.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 81,"Tidak ada upacara keagamaan yang boleh diselenggarakan, sebelum kedua pihak membuktikan kepada pejabat agama mereka bahwa perkawinan di hadapan Pegawai Catatan Sipil telah berlangsung.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 82,"Jika terjadi pelanggaran oleh Pegawai Catatan Sipil atas ketentuan-ketentuan dalam bab ini, maka selama hal itu tidak diatur dalam aturan undang-undang hukum pidana, para Pegawai itu boleh dihukum oleh Pengadilan Negeri dengan denda uang yang tidak melebihi seratus rupiah, tanpa mengurangi hak pihak-pihak yang berkepentingan untuk menuntut ganti rugi, bila ada alasan untuk itu.",Acara Yang Harus Mendahului Perkawinan,Pelaksanaan Perkawinan
Pasal 83,"Perkawinan yang dilangsungkan di luar negeri, baik antara sesama warga negara Indonesia, maupun antara warga negara Indonesia dengan warga negara lain, adalah sah apabila perkawinan itu dilangsungkan menurut cara yang biasa di negara tempat berlangsungnya perkawinan itu, dan suami istri yang warga negara Indonesia tidak melanggar ketentuan- ketentuan tersebut dalam bagian 1 Bab ini.",Acara Yang Harus Mendahului Perkawinan,Perkawinan-Perkawinan Yang Dilaksanakan Di Luar Negeri
Pasal 84,"Dalam waktu satu tahun setelah kembalinya suami istri ke wilayah Indonesia, akta tentang perkawinan mereka di luar negeri harus didaftarkan dalam daftar umum perkawinan di tempat tinggal mereka.",Acara Yang Harus Mendahului Perkawinan,Perkawinan-Perkawinan Yang Dilaksanakan Di Luar Negeri
Pasal 85,Batalnya suatu perkawinan hanya dapat dinyatakan oleh Hakim.,Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 86,"Batalnya suatu perkawinan yang dilakukan bertentangan dengan Pasal 27, dapat dituntut oleh orang yang karena perkawinan sebelumnya terikat dengan salah seorang dan suami istri itu, oleh suami istri itu sendiri, oleh keluarga sedarah dalam garis ke atas, oleh siapa pun yang mempunyai kepentingan dengan batalnya perkawinan itu, dan, oleh Kejaksaan. Bila batalnya perkawinan yang terdahulu dipertanyakan, maka terlebih dahulu harus diputuskan ada tidaknya perkawinan terdahulu itu.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 87,"Keabsahan suatu perkawinan yang berlangsung tanpa persetujuan bekas kedua suami istri atau salah seorang dari mereka, hanya dapat dibantah oleh suami istri itu, atau oleh salah seorang dari mereka yang memberikan persetujuan secara tidak bebas.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 88,"Bila perkawinan dilakukan oleh orang yang karena cacat mental ditaruh di bawah pengampuan, keabsahan perkawinan itu hanya boleh dibantah oleh bapaknya, ibunya dan keluarga sedarah dalam garis ke atas, saudara laki-laki dan perempuan, paman dan bibinya, demikian pula oleh pengampuannya, dan akhirnya oleh Kejaksaan. Setelah pengampuan itu dicabut, pembatalan perkawinan hanya boleh dituntut oleh suami atau istri yang telah ditaruh di bawah pengampuan itu, tetapi tuntutan ini pun tidak dapat diterima bila kedua suami istri telah tinggal bersama selama enam bulan, terhitung dari pencabutan pengampuan itu.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 89,"Bila perkawinan dilakukan oleh orang yang belum mencapai umur yang disyaratkan dalam Pasal 29, maka pembatalan perkawinan itu boleh dituntut, baik oleh orang yang belum cukup umur itu, maupun oleh Kejaksaan.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 90,"Semua perkawinan yang dilakukan dengan melanggar ketentuan-ketentuan dalam pasal-pasal 30, 31, 32 dan 33, boleh dimintakan pembatalan, baik oleh suami istri itu sendiri, maupun oleh orang tua mereka atau keluarga sedarah mereka dalam garis ke atas, atau oleh siapa pun yang mempunyai kepentingan dengan pembatalan itu, ataupun oleh Kejaksaan.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 91,"Bila suatu perkawinan dilaksanakan tanpa izin bapak, ibu, kakek, nenek, wali atau wali pengawas, maka dalam hal izin harus diperoleh ataupun wali harus didengar menurut pasal- pasal 36, 37, 38, 39 dan 40, pembatalan perkawinan hanya boleh dituntut oleh orang yang harus diperoleh izinnya atau harus didengar menurut undang-undang.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 92,"Perkawinan yang dilangsungkan tidak dihadapan Pegawai Catatan Sipil yang berwenang dan tanpa kehadiran sejumlah saksi yang disyaratkan, dapat dimintakan pembatalannya oleh suami istri itu, oleh bapak, ibu, dan keluarga sedarah lainnya dalam garis ke atas, dan juga oleh wali, wali pengawas, dan oleh siapa pun yang berkepentingan dalam hal itu, dan akhirnya oleh Kejaksaan.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 93,"Dalam segala hal di mana sesuai dengan pasal-pasal 85, 90 dan 92 suatu tuntutan hukum pernyataan batal dapat dimulai oleh orang yang mempunyai kepentingan dalam ha! itu, yang demikian tidak dapat dilakukan oleh kerabat sedarah dalam garis ke samping oleh anak dari perkawinan lain, atau oleh orang-orang luar, selama suami istri itu kedua-duanya masih hidup, dan tuntutan boleh diajukan hanya bila mereka dalam hal itu telah memperoleh atau akan segera memperoleh kepentingan.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 94,"Setelah perkawinan dibubarkan, Kejaksaan tidak boleh menuntut pembatalannya.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 95,"Suatu perkawinan, walaupun telah dinyatakan batal, mempunyai segala akibat perdatanya, baik terhadap suami isteri, maupun terhadap anak-anak mereka, bila perkawinan itu dilangsungkan dengan itikad baik oleh kedua suami isteri itu.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 96,"Bila itikad baik hanya ada pada salah seorang dan suami isteri, maka perkawinan itu hanya mempunyai akibat-akibat perdata yang menguntungkan pihak yang beritikad baik itu dan bagi anak-anak yang lahir dan perkawinan itu. Suami atau isteri yang beritikad buruk boleh dijatuhi hukuman mengganti biaya, kerugian dan bunga terhadap pihak yang lain.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 97,"Dalam ha! tersebut dalam dua pasal yang lalu, perkawinan itu berhenti mempunyai akibat- akibat perdata, terhitung sejak hari perkawinan itu dinyatakan batal.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 98,"Batalnya suatu perkawinan tidak boleh merugikan pihak ketiga, bila dia telah berbuat dengan itikad baik dengan suami istri itu.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 99,"Tiada suatu perkawinan pun yang harus batal bila terjadi pelanggaran terhadap ketentuan- ketentuan pasal-pasal 34,42,46,52, dan 75, atau, kecuali apa yang diatur dalam Pasal 77, bila perkawinan itu dilangsungkan tidak di muka umum dalam gedung tempat akta-akta Catatan Sipil dibuat. Dalam hal-hal itu berlakulah ketentuan Pasal 82 bagi Pegawai-pegawai Catatan Sipil.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 99a,"Pembatalan suatu perkawinan oleh Pengadilan atas tuntutan Kejaksaan di Pengadilan tersebut harus didaftar dalam daftar perkawinan yang sedang berjalan oleh Pegawai Catatan Sipil tempat perkawinan itu dilangsungkan, dengan cara yang sesuai dengan alinea pertama Pasal 64 Reglemen tentang Catatan Sipil untuk golongan Eropa atau alinea pertama Pasal 72 Reglemen yang sama untuk golongan Tionghoa. Tentang pendaftaran itu harus dibuat catatan pada margin akta perkawinan. Bila perkawinan itu berlangsung di luar Indonesia, maka pendaftarannya dilakukan di Jakarta.",Acara Yang Harus Mendahului Perkawinan,Batalnya Perkawinan
Pasal 100,"Adanya suatu perkawinan tidak dapat dibuktikan dengan cara lain daripada dengan akta pelaksanaan perkawinan itu yang didaftarkan dalam daftar-daftar Catatan Sipil, kecuali dalam hal-hal yang diatur dalam pasal-pasal berikut.",Acara Yang Harus Mendahului Perkawinan,Bukti Adanya Suatu Perkawinan
Pasal 101,"Bila ternyata bahwa daftar-daftar itu tidak pernah ada, atau telah hilang, atau akta perkawinan itu tidak terdapat di dalamnya, maka penilaian tentang cukup tidaknya bukti-bukti tentang adanya perkawinan diserahkan kepada Hakim, asalkan kelihatan jelas adanya hubungan selaku suami isteri.",Acara Yang Harus Mendahului Perkawinan,Bukti Adanya Suatu Perkawinan
Pasal 102,"Keabsahan seorang anak yang tidak dapat memperlihatkan akta perkawinan orang tuanya yang sudah meninggal, tidak dapat dibantah, bila dia telah memperlihatkan kedudukannya sebagai anak sesuai dengan akta kelahirannya, dan orang tuanya telah hidup secara jelas sebagai suami- isteri.",Acara Yang Harus Mendahului Perkawinan,Bukti Adanya Suatu Perkawinan
Pasal 103,"Suami isteri wajib setia satu sama lain, saling menolong dan saling membantu.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 104,"Suami isteri, dengan hanya melakukan perkawinan, telah saling mengikatkan diri untuk memelihara dan mendidik anak mereka.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 105,"Setiap suami adalah menjadi kepala persatuan perkawinan. Sebagai kepala, ia wajib memberi bantuan kepada isterinya atau tampil untuknya di muka Hakim, dengan mengingat pengecualian-pengecualian yang diatur di bawah ini. Dia harus mengurus harta kekayaan pribadi si isteri, kecuali bila disyaratkan yang sebaliknya. Dia harus mengurus harta kekayaan itu sebagai seorang kepala keluarga yang baik, dan karenanya bertanggung jawab atas segala kelalaian dalam pengurusan itu. Dia tidak diperkenankan memindahtangankan atau membebankan harta kekayaan tak bergerak isterinya tanpa persetujuan si isteri",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 106,"Setiap isteri harus patuh kepada suaminya. Dia wajib tinggal serumah dengan suaminya dan mengikutinya, di mana pun dianggapnya perlu untuk bertempat tinggal.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 107,"Setiap suami wajib menerima isterinya di rumah yang ditempatinya. Dia wajib melindungi isterinya, dan memberinya apa saja yang perlu, sesuai dengan kedudukan dan kemampuannya.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 108,"Seorang isteri, sekalipun ia kawin di luar harta bersama, atau dengan harta benda terpisah, tidak dapat menghibahkan, memindahtangankan, menggadaikan, memperoleh apa pun, baik secara cuma-cuma maupun dengan beban, tanpa bantuan suami dalam akta atau izin tertulis. Sekalipun suami telah memberi kuasa kepada isterinya untuk membuat akta atau perjanjian tertentu, si isteri tidaklah berwenang untuk menerima pembayaran apa pun, atau memberi pembebasan untuk itu tanpa izin tegas dari suami.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 109,"Mengenai perbuatan atau perjanjian, yang dibuat oleh seorang isteri karena apa saja yang menyangkut perbelanjaan rumah tangga biasa dan sehari-hari, juga mengenai perjanjian perburuhan yang diadakan olehnya sebagai majikan untuk keperluan rumah tangga, undang- undang menganggap bahwa ia telah mendapat persetujuan dan suaminya.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 110,"Isteri tidak boleh tampil dalam pengadilan tanpa bantuan suaminya, meskipun dia kawin tidak dengan harta bersama, atau dengan harta terpisah, atau meskipun dia secara mandiri menjalankan pekerjaan bebas.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 111,"Bantuan suami tidak diperlukan:  bila si isteri dituntut dalam perkara pidana;  dalam perkara perceraian, pisah meja dan ranjang, atau pemisahan harta.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
Pasal 112,"Bila suami menolak memberi kuasa kepada isterinya untuk membuat akta, atau menolak tampil di Pengadilan, maka si isteri boleh memohon kepada Pengadilan Negeri di tempat tinggi mereka bersama supaya dikuasakan untuk itu.",Acara Yang Harus Mendahului Perkawinan,Tidak terdapat Dalam Bagian
